# Mach number (​),Drag coefficient (​)
0.020731671349923,0.508286958366359
0.020821338692619,0.507928529084738
0.021077875455519,0.506914449898133
0.021548959827591,0.505094867823474
0.022186673691763,0.502715275948108
0.022983130825962,0.499869536225367
0.023928329525001,0.496659896678443
0.02501109136843,0.493186634221874
0.026219847400273,0.489540820143466
0.027543318961487,0.485800107336565
0.02897090913211,0.482027539495785
0.030492898091374,0.478272240586462
0.032100611349683,0.474570856947616
0.033786394347763,0.470949685164579
0.035543519257075,0.467426802312831
0.037366177322533,0.464013755341921
0.039249349549731,0.46071720905639
0.041188669083311,0.457540280921804
0.043180405650456,0.454483406250949
0.045221347201064,0.451545174232599
0.047308686271762,0.448722960714752
0.049440030490065,0.446013253139976
0.051613312338999,0.443419832629736
0.053826703473557,0.440933526723791
0.056078646291213,0.438547187781208
0.058367786545136,0.436256378678281
0.060692908574486,0.434056776372066
0.06305297860826,0.431944158228169
0.065447092293939,0.42991447150388
0.067874423163234,0.427963880721453
0.070334271207959,0.426088724407304
0.07282602113654,0.424285502634019
0.07534910401653,0.422550189172208
0.077903042177276,0.420879467020806
0.080487413797855,0.419270517844498
0.083101817093392,0.41772072130771
0.08574591788473,0.416227612455042
0.088419419991542,0.414788888693219
0.091122034743658,0.41340241335698
0.093853525600563,0.41206618017103
0.096613682616418,0.410778317104806
0.099402295854125,0.409537088063293
0.102429177554955,0.408272663356239
0.105389574418194,0.407101299495631
0.108300875887908,0.406004618277851
0.111178250833082,0.404971625318003
0.114036358743717,0.403993044145412
0.116890531604047,0.403760540433814
0.119756907391048,0.404096928899201
0.122652151372968,0.404440694366593
0.125596697261611,0.404794515745748
0.128614493317825,0.405161626629422
0.131737323918343,0.405546391453736
0.135006910867363,0.405954653920524
0.138484802958407,0.406395119955631
0.142268771131651,0.406881734942355
0.14653233664721,0.407439419932571
0.151646157933082,0.40813826163618
0.158729209697336,0.40917917853227
0.169579331987673,0.410830889295434
0.179664657215886,0.412430206681762
0.183787810018755,0.413102277259771
0.18715633190562,0.413659327825744
0.190104240036913,0.414152769209132
0.192781228507487,0.414605710721334
0.195264894281708,0.415030098997753
0.197605614324045,0.415433747803718
0.199836110832447,0.415821737028538
0.201980086859485,0.416221778322012
0.204055761087409,0.416613906726732
0.206078315145941,0.416998765967441
0.208059208392507,0.417378357437548
0.210009199286851,0.417754610257669
0.21193726933045,0.418129164985687
0.213852496188847,0.418503728412709
0.215762433092698,0.418879753573384
0.217676240255376,0.419259052424718
0.21960318814627,0.41964350729227
0.221553878433815,0.420035318762975
0.223540406662884,0.420437049617727
0.225575885896117,0.420851540962808
0.227677956778285,0.421282646593936
0.229868451731535,0.4217352044354
0.232177060664631,0.422215847888799
0.2346479665711,0.422734490856108
0.237348865030998,0.423306416830603
0.240399157208713,0.423958656160051
0.244040809982861,0.424746197569134
0.248942173570323,0.425821505507434
0.256370528527374,0.427574437471463
0.267671931436924,0.430343755110604
0.270777469917979,0.431121902490684
0.273404463897777,0.431785992438259
0.275745925068512,0.432382447615985
0.277901551592126,0.432935372912704
0.279925065050295,0.43345774987893
0.281851436331692,0.433958067590475
0.283705466573251,0.434442389466261
0.285504580164699,0.43491499544897
0.287264253063258,0.435379756889176
0.288996447880221,0.435839700917244
0.29071210794689,0.436297650359024
0.292420739871056,0.436756102942159
0.294132546710931,0.437217797695219
0.295857855178221,0.437685564527984
0.297607583045154,0.438162454122508
0.299395519380332,0.43865237100096
0.301237168327403,0.439179291122361
0.303151067499569,0.439739785822533
0.305164306190553,0.440332682362491
0.307314406121193,0.440969649734674
0.309659827687746,0.441668939165766
0.312301812964422,0.442462252117884
0.315441332837546,0.443412728741879
0.319616301629166,0.444691254988077
0.325922952456748,0.446656529459721
0.335475586024808,0.449700666739504
0.338496528479003,0.450680502299729
0.340972066078411,0.451489659574433
0.343155744549324,0.452208102166473
0.345156280131885,0.452870164371288
0.347031434327435,0.4534941140843
0.348818604538876,0.454091847823109
0.350540915526732,0.454680155439498
0.352217955364943,0.455275737833629
0.353865199437755,0.455863333930487
0.355494672270006,0.456447132387127
0.357119325489823,0.457031731616546
0.358749338949699,0.457620806875439
0.360397229739055,0.458218947765794
0.36207641859195,0.458831155151087
0.363802575357775,0.459463346513086
0.365596641629346,0.460123496584872
0.367485219741283,0.460821840170632
0.369505248760782,0.461572689479691
0.371718181537657,0.462399893080037
0.374229131082067,0.463344423273932
0.377263946666353,0.464494483289636
0.381470134081964,0.466103908764124
0.387816294315412,0.46856660599025
0.396046493453545,0.471823255955639
0.398651490234695,0.47286907178704
0.400864016829232,0.473779493166469
0.402853475281761,0.474625707441036
0.404699571263536,0.475414811414519
0.406448473656324,0.476165825110565
0.408129446064772,0.476890853186053
0.40976646749927,0.477599940492612
0.411376143211593,0.478300099285408
0.412973143137697,0.478997616596487
0.41457172629578,0.479698704639052
0.416186221992887,0.48040970983508
0.417832708002505,0.48113785993274
0.419529913301733,0.481891687992934
0.421301800457126,0.482682223265726
0.423180757089896,0.483524497242829
0.425215590787434,0.484441281696897
0.427488412947649,0.485471027740589
0.430163326018157,0.486690762540939
0.433649247488363,0.488293105096876
0.438900183576369,0.490734433271526
0.446822990744387,0.494482142343608
0.449796921029919,0.495909174210939
0.452128217276987,0.497079346218092
0.454160630683487,0.498108810011923
0.456018647851811,0.499054602903621
0.457763591354353,0.499946921471618
0.459435474143128,0.500806651558117
0.461059433758661,0.501646367907447
0.462656472181394,0.502475570961957
0.464245940991684,0.503304217657258
0.465842680729768,0.504140063359962
0.467465848889936,0.504993265294992
0.469133949242178,0.505873806688506
0.470873640004332,0.506796181550906
0.472720875316717,0.507780123552197
0.474729199193347,0.508855221400967
0.476989683642078,0.510072024862224
0.479696670855013,0.511538621790808
0.483382102666734,0.513552048153193
0.488931106487606,0.516620514364691
0.497298125450527,0.521333113519584
0.499626818473839,0.52266346863985
0.501641173824031,0.523856981070698
0.503476134200102,0.524957118397773
0.505203737442341,0.525997677413391
0.506862783416759,0.527001344260634
0.508480646411511,0.527984277556659
0.510082394889721,0.528961514328732
0.51168908750697,0.529945886915999
0.513321263290079,0.530950124880234
0.515002251996865,0.531988907063211
0.516764036005607,0.533082564750974
0.51865227732155,0.534260386612617
0.520736862462504,0.535567541720992
0.523153752963391,0.53709216578401
0.526223934538879,0.539043133774181
0.530841919429436,0.542008102246099
0.537795536223747,0.546543129638645
0.54096904964976,0.548641604729176
0.543045556861578,0.550024596409186
0.54455747868575,0.551036523698057
0.54570526796297,0.551807532695174
0.546581075862682,0.552397456328577
0.547235957145549,0.55283946305708
0.547695859054776,0.55315029642689
0.547973469115061,0.553338040513497
0.548068421367406,0.553402158887218
